book_id,title,title_without_series,image_url,book_url,num_pages,format,edition_information,publisher,publication_day,publication_year,publication_month,average_rating,ratings_count,description,authors,published,record_create_timestamp
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",Harry Potter and the Sorcerer's Stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SX98_.jpg,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,309,Hardcover,Library Edition,Scholastic Inc,1,2003,11,4.47,6442546,"Alternate cover edition of ISBN 9780439554930Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.",1077326,2003,2020-02-19 22:31:17.459949
32944522,Roots of Yoga,Roots of Yoga,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/32944522-roots-of-yoga,,,Penguin Classics,,,,,3.89,61,"'Yoga is to be known through yoga. Yoga arises from yoga. One who is vigilant by means of yoga delights in yoga for a long time'Yoga is hugely popular around the world today, yet until now little has been known of its roots. This book collects, for the first time, core teachings of yoga in their original form, translated and edited by two of the world's foremost scholars of the subject. It includes a wide range of texts from different schools of yoga, languages and eras: among others, key passages from the early Upanisads and the Mahabharata, and from the Tantric, Buddhist and Jaina traditions, with many pieces in scholarly translation for the first time. Covering yoga's varying definitions across systems, models of the esoteric and physical bodies, and its most important practices, such as posture, breath control, sensory withdrawal and meditation, Roots of Yoga is a unique and essential source of knowledge.Translated and edited with an introduction by James Mallinson and Mark Singleton",74289,,2020-02-19 22:31:18.402527
33984056,A Stranger in the House,A Stranger in the House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498910615l/33984056._SX98_.jpg,https://www.goodreads.com/book/show/33984056-a-stranger-in-the-house,305,Hardcover,,Pamela Dorman Books,15,2017,8,3.62,61269,"In this neighborhood, danger lies close to home. A domestic thriller packed full of secrets, and a twisty story that never stops—from the bestselling author of The Couple Next DoorHe looks at her, concerned. “How do you feel?” She wants to say, Terrified. Instead, she says, with a faint smile, “Glad to be home.”Karen and Tom Krupp are happy—they’ve got a lovely home in upstate New York, they’re practically newlyweds, and they have no kids to interrupt their comfortable life together. But one day, Tom returns home to find Karen has vanished—her car’s gone and it seems she left in a rush. She even left her purse—complete with phone and ID—behind.There's a knock on the door—the police are there to take Tom to the hospital where his wife has been admitted. She had a car accident, and lost control as she sped through the worst part of town.The accident has left Karen with a concussion and a few scrapes. Still, she’s mostly okay—except that she can’t remember what she was doing or where she was when she crashed. The cops think her memory loss is highly convenient, and they suspect she was up to no good. Karen returns home with Tom, determined to heal and move on with her life. Then she realizes something’s been moved. Something’s not quite right. Someone’s been in her house. And the police won't stop asking questions.Because in this house, everyone’s a stranger. Everyone has something they’d rather keep hidden. Something they might even kill to keep quiet.",1278320,2017,2020-02-19 22:31:19.332569
42046112,Recursion,Recursion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543687940l/42046112._SX98_.jpg,https://www.goodreads.com/book/show/42046112-recursion,336,Hardcover,,Crown Publishing Group (NY),11,2019,6,4.19,59636,"Memory makes reality.That’s what New York City cop Barry Sutton is learning as he investigates the devastating phenomenon the media has dubbed False Memory Syndrome—a mysterious affliction that drives its victims mad with memories of a life they never lived.That's what neuroscientist Helena Smith believes. It’s why she’s dedicated her life to creating a technology that will let us preserve our most precious memories. If she succeeds, anyone will be able to re-experience a first kiss, the birth of a child, the final moment with a dying parent. As Barry searches for the truth, he comes face-to-face with an opponent more terrifying than any disease—a force that attacks not just our minds but the very fabric of the past. And as its effects begin to unmake the world as we know it, only he and Helena, working together, will stand a chance at defeating it.But how can they make a stand when reality itself is shifting and crumbling all around them?",442240,2019,2020-02-19 22:31:20.268843
49462404,Braking Hard (Storm Harbor #1),Braking Hard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576728400l/49462404._SX98_.jpg,https://www.goodreads.com/book/show/49462404-braking-hard,282,Kindle Edition,,The Wild Rose Press,12,2020,2,4.89,9,"Gage O'Neill is an all-around nice guy and an Adonis in coveralls. With a thriving automotive business, a gorgeous girlfriend, and his ADHD under control, life is pretty incredible. But when he loses a loved one, Gage's perfect world unravels. Prone to bad choices, he's desperate to quell his rash behavior. Thankfully, hiring a curvy mechanic is the one impulsive decision he's gotten right. Eden Sampario is destitute as a result of a confrontation turned violent with her former employer. When Gage mistakenly offers her a job, she readily accepts. But soon she wonders if she made the right decision. Resisting her sexy boss proves more challenging than an engine rebuild. Her only other option? Give in to temptation and risk not only her career but also her heart. Welcome to Big C's automotive shop, a place where more than cars overheat.",18117205,2020,2020-02-19 22:31:21.159144
154379,"Yoga for Body, Breath, and Mind: A Guide to Personal Reintegration","Yoga for Body, Breath, and Mind: A Guide to Personal Reintegration",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320471194l/154379._SX98_.jpg,https://www.goodreads.com/book/show/154379.Yoga_for_Body_Breath_and_Mind,240,Paperback,,Shambhala,29,2002,10,4.32,60,"Here is a practical and accessible introduction to the full, multifaceted richness of the yoga tradition. While most yoga books focus only on poses, Yoga for Body, Breath, and Mind integrates the three fundamental elements of a complete yoga practice: asanas (poses), pranayama (breathing practices), and meditation. A. G. Mohan, an internationally respected teacher, also explains essential philosophical concepts and offers the yogic perspective on health and healing. With step-by-step instructions and abundant illustrations, Yoga for Body, Breath, and Mind is the type of comprehensive guide that will be of interest to every yoga practitioner. The author explains that often when we feel stress or a sense that life has gotten out of control, it's not because of life events themselves, but because the state of our own mind has become chaotic and fragmented. When we are in a state of what he calls ""personal integration,"" we are centered, contented, and able to see people and events in life as they truly are. In this state, people are most able to make decisions and take actions that are clear and positive. In Yoga for Body, Breath, and Mind Mohan provides a structured yoga program to help readers cultivate this state of balance and integration. The book also includes an introduction to the practice of yoga therapy.",89259,2002,2020-02-19 22:31:22.062046
51480485,Secret Daddies: A Contemporary Romance Box Set,Secret Daddies: A Contemporary Romance Box Set,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/51480485-secret-daddies,,,,,,,,5.00,1,None,18532989,,2020-02-19 22:31:23.049271
45843,Atlas of Human Anatomy,Atlas of Human Anatomy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/45843.Atlas_of_Human_Anatomy,545,Paperback,,Saunders,23,2006,6,4.48,3126,"Netter's Atlas of Human Anatomy is the most loved and best selling anatomy atlas in the English language. In over 540 beautifully colored and easily understood illustrations, it teaches the complete human body with unsurpassed clarity and accuracy. This new edition features 45 revised, 290 relabeled and 17 wholly new plates, drawn fully in the tradition of Frank Netter, and includes more imaging and clinical images than ever before. Six Consulting Editors have worked together to ensure the new edition's accuracy and usefulness in the lecture theatre, classroom and dissection lab. Ninety plates from the book as well as a powerful and varied bank of ancillary material, unique to this atlas, are available online through www.netteranatomy.com.",25633,2006,2020-02-19 22:31:23.947834
45046631,Highland Sword (Royal Highlander #3),Highland Sword,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567363333l/45046631._SY160_.jpg,https://www.goodreads.com/book/show/45046631-highland-sword,320,Mass Market Paperback,,St. Martin's Press,31,2020,3,4.03,74,"Scottish pride, persuasion, and passion—this is Highland romance at its breathtaking best. From USA Today bestselling author May McGoldrick comes Highland Sword, the third book in the Royal Highlander series. A VOW FOR VENGEANCEFleeing to the Highlands after her father’s murder, fiery Morrigan Drummond has a score to settle with Sir Rupert Burney, the English spymaster responsible for his death. Trained to fight alongside the other rebels determined to break Britain’s hold on Scotland, she swears to avenge her father’s death—until a chance encounter with a barrister as proud and principled as she is presents her with a hard choice…and a bittersweet temptation.A PLEA FOR PASSIONAidan Grant has never encountered another woman like dangerous beauty Morrigan—and he has the bruises to prove it. Yet she could be the key to defending two innocent men, as well as striking a death blow to the reprehensible Burney. Convincing Morrigan to help him will take time, but Aidan is willing to wait if it means victory over corrupt government forces and freedom for his people…and Morrigan’s hand in marriage. Can two warriors committed to a cause stand down long enough to open their hearts to a love fierce enough to last…forever?",229800,2020,2020-02-19 22:31:24.844772
17876567,Go Pro - 7 Steps to Becoming a Network Marketing Professional,Go Pro - 7 Steps to Becoming a Network Marketing Professional,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367429667l/17876567._SX98_.jpg,https://www.goodreads.com/book/show/17876567-go-pro---7-steps-to-becoming-a-network-marketing-professional,160,Paperback,1st,,1,2013,5,4.29,6896,"Over twenty years ago at a company convention, Eric Worre had an aha moment that changed his life forever. At that event he made the decision to Go Pro and become a Network Marketing expert. Since that time, he has focused on developing the skills to do just that. In doing so, Eric has touched and been touched by hundreds of thousands of people around the world. Now he shares his wisdom in a guide that will ignite your passion for this profession and help you make the decision to Go Pro and create the life of your dreams. In this definitive guidebook, you will learn to: -Find prospects -Invite them to yourproduct or opportunity -Present your product -Follow up with your prospects -Help them become customers or distributors -Help them get started right -Grow your team by promoting events -And much, much more. Eric s wish is for you to make the decision to become a Network Marketing Professional. For you to truly Go Pro. Because it is a stone-cold fact that Network Marketing is a better way. Now let s go tell the world.",7073953,2013,2020-02-19 22:31:25.772840
478684,An Apology for the Life of Mrs. Shamela Andrews,An Apology for the Life of Mrs. Shamela Andrews,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/478684.An_Apology_for_the_Life_of_Mrs_Shamela_Andrews,48,Paperback,,Kessinger Publishing,1,2004,6,3.29,707,None,17501,2004,2020-02-19 22:31:26.865821
18666088,Moving into Meditation: A 12-Week Mindfulness Program for Yoga Practitioners,Moving into Meditation: A 12-Week Mindfulness Program for Yoga Practitioners,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403538472l/18666088._SX98_.jpg,https://www.goodreads.com/book/show/18666088-moving-into-meditation,268,Paperback,,Shambhala,8,2014,7,3.96,49,"Moving into Meditation is a practical and inspiring guide to integrating mindful yoga and embodied meditation, in a 12-week format.One week at a time, Moving into Meditation lays out a plan for exploring body-based practices to get you more in tune with not only your limbs and core but your mind and heart. Cushman's curriculum integrates asana with mindfulness meditation to help practitioners turn ""embodiment"" from a concept into a tangible reality. Her insightful mixture of practices, yoga history, and Buddhist philosophy are made relevant to your present-day life. Personal stories from the ""trenches"" of decades of practice and teaching add color; Cushman's characteristic poetic and funny voice makes all readers feel that much more human. Cushman believes--and experience proves--that by becoming better attuned to and acquainted with the body, the physical forms become a vehicle for becoming more intimate with yourself and your world. From there, we can explore and embody the teachings of the Buddha for a more awakened life.In recent years, ""mindfulness"" has blasted into mainstream culture much as yoga did two decades ago, making ""mindful yoga"" an appealing trend. But how does mindful yoga evolve from a buzz-worthy concept to a lived experience? How do yoga asanas and pranayama support and express the practice of meditation? How do you explore the teachings of the Buddha through the vehicle of your own living, breathing, human body? As we quickly learn, the practices are inherently entwined. Experienced yoga and meditation teacher Anne Cushman answers all these questions and more in Moving into Meditation, teaching us to deepen our asana practices with mindfulness meditation and enhance our meditation practice with asana. With compassion, humor, and deep intelligence, Moving into Meditation guides us through integrating mind, body, and spirit practices for a wide-awake life.",60720,2014,2020-02-19 22:31:27.772805
26437761,"Prof. Dr. Thom�'s Flora Von Deutschland, �sterreich Und Der Schweiz, Vol. 4: Zweite, Vermehrteund Verbesserte Auflage","Prof. Dr. Thom�'s Flora Von Deutschland, �sterreich Und Der Schweiz, Vol. 4: Zweite, Vermehrteund Verbesserte Auflage",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/26437761-prof-dr-thom-s-flora-von-deutschland-sterreich-und-der-schweiz-vol,858,Paperback,,Forgotten Books,22,2018,4,0.0,0,"Excerpt from Prof. Dr. Thome's Flora von Deutschland, Osterreich und der Schweiz, Vol. 4: Zweite, Vermehrteund Verbesserte Auflage111. Familie: 112. Familie: 113. Familie: 114. Familie: 115. Familie: 116. Familie: 117. Familie: 118. Familie: 119. Familie: 120. Familie.About the PublisherForgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.comThis book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",14311354,2018,2020-02-19 22:31:28.804729
48524418,The Book of Lost Friends,The Book of Lost Friends,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580790967l/48524418._SX98_.jpg,https://www.goodreads.com/book/show/48524418-the-book-of-lost-friends,352,Hardcover,,Ballantine Books,7,2020,4,4.31,72,"From the #1 New York Times bestselling author of Before We Were Yours comes a new novel inspired by historical events: a dramatic story of three young women on a journey in search of family amidst the destruction of the post-Civil War South, and of a modern-day teacher who rediscovers their story and its vital connection to her own students' lives. In her distinctive voice, Lisa Wingate brings to life startling stories from actual ""Lost Friends"" advertisements that appeared in Southern newspapers after the Civil War, as freed slaves desperately searched for loved ones who had been sold off.Louisiana, 1875 In the tumultuous aftermath of Reconstruction, three young women set off as unwilling companions on a perilous quest: Lavinia, the pampered heir to a now-destitute plantation; Juneau Jane, her illegitimate free-born Creole half-sister; and Hannie, Lavinia's former slave. Each carries private wounds and powerful secrets as they head for Texas, following dangerous roads rife with ruthless vigilantes and soldiers still fighting a war lost a decade before. For Lavinia and Juneau Jane, the journey is one of inheritance and financial desperation, but for Hannie, torn from her mother and eight siblings before slavery's end, the pilgrimage westward reignites an agonizing question: Could her long-lost family still be out there? Beyond the swamps lie the seemingly limitless frontiers of Texas and, improbably, hope.Louisiana, 1987: For first-year teacher Benedetta Silva, a subsidized job at a poor rural school seems like the ticket to canceling her hefty student debt--until she lands in a tiny, out-of-step Mississippi River town. Augustine, Louisiana, seems suspicious of new ideas and new people, and Benny can scarcely comprehend the lives of her poverty-stricken students. But amid the gnarled live oaks and run-down plantation homes lies the century-old history of three young women, a long-ago journey, and a hidden book that could change everything.",178832,2020,2020-02-19 22:31:29.725014
39083794,Detachment: 10 Steps to Freedom,Detachment: 10 Steps to Freedom,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/39083794-detachment,,,,,,,,4.25,4,None,17793165,,2020-02-19 22:31:30.685031
28371217,Os Goonies,Os Goonies,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/28371217-os-goonies,202,,,DarkSide Books,,,,4.14,1524,"O clássico filme criado por Steven Spielberg, Os Goonies, volta direto dos anos 1980 em um livro inesquecível, criado durante o processo de produção e filmagens do longa-metragem. Descubra ou redescubra o universo mágico dos meninos e das meninas das docas Goon.""O livro nos leva além do filme nos dando detalhes dos personagens e contando o que aconteceu depois do final antológico. Esta é uma história do tipo 'não seria incrível se...'. A magia de Os Goonies está sobretudo naquilo em que esses amigos se tornam uns para os outros."" — Steven Spielberg",20035,,2020-02-19 22:31:31.638971
41271226,"Kryptogamen-Flora Von Deutschland, Deutsch-�sterreich Und Der Schweiz, Vol. 3: 3. Teil; 1. Abteilung; Hemiasci, Saccharomycetineae, Protodiscineae, Plectascineae, Pyrenomycetes (Perisporiales Und Sphaeriales)","Kryptogamen-Flora Von Deutschland, Deutsch-�sterreich Und Der Schweiz, Vol. 3: 3. Teil; 1. Abteilung; Hemiasci, Saccharomycetineae, Protodiscineae, Plectascineae, Pyrenomycetes (Perisporiales Und Sphaeriales)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535064637l/41271226._SX98_.jpg,https://www.goodreads.com/book/show/41271226-kryptogamen-flora-von-deutschland-deutsch--sterreich-und-der-schweiz-v,894,Paperback,,Forgotten Books,13,2018,8,0.0,0,"Excerpt from Kryptogamen-Flora von Deutschland, Deutsch-�sterreich und der Schweiz, Vol. 3: 3. Teil; 1. Abteilung; Hemiasci, Saccharomycetineae, Protodiscineae, Plectascineae, Pyrenomycetes (Perisporiales und Sphaeriales)Endosporangien typisch schlauchf�rmig, mit einer meist bestimmten, geringen Zahl (2 - 8) von Sporen. Euasci.About the PublisherForgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.comThis book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",14311354,2018,2020-02-19 22:31:32.590711
35950468,"Prof. Dr. Thom�'s Flora Von Deutschland, �sterreich Und Der Schweiz, Vol. 2: In Wort Und Bild, F�r Schule Und Haus","Prof. Dr. Thom�'s Flora Von Deutschland, �sterreich Und Der Schweiz, Vol. 2: In Wort Und Bild, F�r Schule Und Haus",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525257285l/35950468._SX98_.jpg,https://www.goodreads.com/book/show/35950468-prof-dr-thom-s-flora-von-deutschland-sterreich-und-der-schweiz-vol,574,Paperback,,Forgotten Books,23,2018,4,0.0,0,"Excerpt from Prof. Dr. Thome's Flora von Deutschland, Osterreich und der Schweiz, Vol. 2: In Wort und Bild, fur Schule und HausA. Der Fruchtbecher schliesst die Frucht vollig ein und springt bei der Reife kapselartig auf; er ist dicht mit Stacheln besetzt.About the PublisherForgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.comThis book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",14311354,2018,2020-02-19 22:31:33.500517
49367612,The Killing of the Cherrywood MP,The Killing of the Cherrywood MP,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576613369l/49367612._SX98_.jpg,https://www.goodreads.com/book/show/49367612-the-killing-of-the-cherrywood-mp,,ebook,,New Century,12,2020,3,4.75,8,"Jihadi brides return from Syria and deradicalised terrorists are released from prison. In reaction extremist right-wing groups proliferate across Europe. The Labour MP for Cherrywood is found murdered and police look for a lone wolf with a personal vendetta against ISIS. P I Karen Andersen believes it's not that simple. From the roulette tables of the Ritz to the respectable suburbs of Mainz, she searches for the truth. Does the home to one of Germany's violent neo-Fascist cells hold the vital clue, or does it lie hidden in the leafy English countryside?",15605338,2020,2020-02-19 22:31:46.145333
51043436,To Kill a Man,To Kill a Man,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/51043436-to-kill-a-man,,,,,,,,5.00,1,None,75626,,2020-02-19 22:31:47.103589
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",Harry Potter and the Sorcerer's Stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SX98_.jpg,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,309,Hardcover,Library Edition,Scholastic Inc,1,2003,11,4.47,6442546,"Alternate cover edition of ISBN 9780439554930Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.",1077326,2003,2020-02-19 22:31:48.053048
32944522,Roots of Yoga,Roots of Yoga,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/32944522-roots-of-yoga,,,Penguin Classics,,,,,3.89,61,"'Yoga is to be known through yoga. Yoga arises from yoga. One who is vigilant by means of yoga delights in yoga for a long time'Yoga is hugely popular around the world today, yet until now little has been known of its roots. This book collects, for the first time, core teachings of yoga in their original form, translated and edited by two of the world's foremost scholars of the subject. It includes a wide range of texts from different schools of yoga, languages and eras: among others, key passages from the early Upanisads and the Mahabharata, and from the Tantric, Buddhist and Jaina traditions, with many pieces in scholarly translation for the first time. Covering yoga's varying definitions across systems, models of the esoteric and physical bodies, and its most important practices, such as posture, breath control, sensory withdrawal and meditation, Roots of Yoga is a unique and essential source of knowledge.Translated and edited with an introduction by James Mallinson and Mark Singleton",74289,,2020-02-19 22:31:49.018113
33984056,A Stranger in the House,A Stranger in the House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498910615l/33984056._SX98_.jpg,https://www.goodreads.com/book/show/33984056-a-stranger-in-the-house,305,Hardcover,,Pamela Dorman Books,15,2017,8,3.62,61269,"In this neighborhood, danger lies close to home. A domestic thriller packed full of secrets, and a twisty story that never stops—from the bestselling author of The Couple Next DoorHe looks at her, concerned. “How do you feel?” She wants to say, Terrified. Instead, she says, with a faint smile, “Glad to be home.”Karen and Tom Krupp are happy—they’ve got a lovely home in upstate New York, they’re practically newlyweds, and they have no kids to interrupt their comfortable life together. But one day, Tom returns home to find Karen has vanished—her car’s gone and it seems she left in a rush. She even left her purse—complete with phone and ID—behind.There's a knock on the door—the police are there to take Tom to the hospital where his wife has been admitted. She had a car accident, and lost control as she sped through the worst part of town.The accident has left Karen with a concussion and a few scrapes. Still, she’s mostly okay—except that she can’t remember what she was doing or where she was when she crashed. The cops think her memory loss is highly convenient, and they suspect she was up to no good. Karen returns home with Tom, determined to heal and move on with her life. Then she realizes something’s been moved. Something’s not quite right. Someone’s been in her house. And the police won't stop asking questions.Because in this house, everyone’s a stranger. Everyone has something they’d rather keep hidden. Something they might even kill to keep quiet.",1278320,2017,2020-02-19 22:31:49.953206
42046112,Recursion,Recursion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543687940l/42046112._SX98_.jpg,https://www.goodreads.com/book/show/42046112-recursion,336,Hardcover,,Crown Publishing Group (NY),11,2019,6,4.19,59636,"Memory makes reality.That’s what New York City cop Barry Sutton is learning as he investigates the devastating phenomenon the media has dubbed False Memory Syndrome—a mysterious affliction that drives its victims mad with memories of a life they never lived.That's what neuroscientist Helena Smith believes. It’s why she’s dedicated her life to creating a technology that will let us preserve our most precious memories. If she succeeds, anyone will be able to re-experience a first kiss, the birth of a child, the final moment with a dying parent. As Barry searches for the truth, he comes face-to-face with an opponent more terrifying than any disease—a force that attacks not just our minds but the very fabric of the past. And as its effects begin to unmake the world as we know it, only he and Helena, working together, will stand a chance at defeating it.But how can they make a stand when reality itself is shifting and crumbling all around them?",442240,2019,2020-02-19 22:31:50.874484
49462404,Braking Hard (Storm Harbor #1),Braking Hard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576728400l/49462404._SX98_.jpg,https://www.goodreads.com/book/show/49462404-braking-hard,282,Kindle Edition,,The Wild Rose Press,12,2020,2,4.89,9,"Gage O'Neill is an all-around nice guy and an Adonis in coveralls. With a thriving automotive business, a gorgeous girlfriend, and his ADHD under control, life is pretty incredible. But when he loses a loved one, Gage's perfect world unravels. Prone to bad choices, he's desperate to quell his rash behavior. Thankfully, hiring a curvy mechanic is the one impulsive decision he's gotten right. Eden Sampario is destitute as a result of a confrontation turned violent with her former employer. When Gage mistakenly offers her a job, she readily accepts. But soon she wonders if she made the right decision. Resisting her sexy boss proves more challenging than an engine rebuild. Her only other option? Give in to temptation and risk not only her career but also her heart. Welcome to Big C's automotive shop, a place where more than cars overheat.",18117205,2020,2020-02-19 22:31:51.772187
154379,"Yoga for Body, Breath, and Mind: A Guide to Personal Reintegration","Yoga for Body, Breath, and Mind: A Guide to Personal Reintegration",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320471194l/154379._SX98_.jpg,https://www.goodreads.com/book/show/154379.Yoga_for_Body_Breath_and_Mind,240,Paperback,,Shambhala,29,2002,10,4.32,60,"Here is a practical and accessible introduction to the full, multifaceted richness of the yoga tradition. While most yoga books focus only on poses, Yoga for Body, Breath, and Mind integrates the three fundamental elements of a complete yoga practice: asanas (poses), pranayama (breathing practices), and meditation. A. G. Mohan, an internationally respected teacher, also explains essential philosophical concepts and offers the yogic perspective on health and healing. With step-by-step instructions and abundant illustrations, Yoga for Body, Breath, and Mind is the type of comprehensive guide that will be of interest to every yoga practitioner. The author explains that often when we feel stress or a sense that life has gotten out of control, it's not because of life events themselves, but because the state of our own mind has become chaotic and fragmented. When we are in a state of what he calls ""personal integration,"" we are centered, contented, and able to see people and events in life as they truly are. In this state, people are most able to make decisions and take actions that are clear and positive. In Yoga for Body, Breath, and Mind Mohan provides a structured yoga program to help readers cultivate this state of balance and integration. The book also includes an introduction to the practice of yoga therapy.",89259,2002,2020-02-19 22:31:52.693370
51480485,Secret Daddies: A Contemporary Romance Box Set,Secret Daddies: A Contemporary Romance Box Set,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/51480485-secret-daddies,,,,,,,,5.00,1,None,18532989,,2020-02-19 22:31:53.672243
45843,Atlas of Human Anatomy,Atlas of Human Anatomy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/45843.Atlas_of_Human_Anatomy,545,Paperback,,Saunders,23,2006,6,4.48,3126,"Netter's Atlas of Human Anatomy is the most loved and best selling anatomy atlas in the English language. In over 540 beautifully colored and easily understood illustrations, it teaches the complete human body with unsurpassed clarity and accuracy. This new edition features 45 revised, 290 relabeled and 17 wholly new plates, drawn fully in the tradition of Frank Netter, and includes more imaging and clinical images than ever before. Six Consulting Editors have worked together to ensure the new edition's accuracy and usefulness in the lecture theatre, classroom and dissection lab. Ninety plates from the book as well as a powerful and varied bank of ancillary material, unique to this atlas, are available online through www.netteranatomy.com.",25633,2006,2020-02-19 22:31:54.647425
